IPCC Code,IPCC Source Name,IPCC Activity Name,National comunication sector,CCC sector,CCC subsector
2A4d,Unknown applications of Sodium Bicarbonate,Sodium Bicarbonate,Industrial processes,Industry,Industry
2B10,Chemical industry - general,Process emission,Industrial processes,Industry,Industry
2B1,Ammonia production - combustion,Natural gas,Business,Industry,Industry
2B1,Ammonia production - feedstock use of gas,Natural gas,Industrial processes,Industry,Industry
2B2,Nitric acid production,Acid production,Industrial processes,Industry,Industry
2B3,Adipic acid production,Adipic acid produced,Industrial processes,Industry,Industry
2B6,Chemical industry - titanium dioxide,Coke,Industrial processes,Industry,Industry
2B6,Chemical industry - titanium dioxide,Petroleum coke,Industrial processes,Industry,Industry
2B7,Chemical industry - soda ash,Soda ash produced,Industrial processes,Industry,Industry
2B8a,Chemical industry - methanol,Methanol,Industrial processes,Industry,Industry
2B8a,Methanol production - combustion,Natural gas,Business,Industry,Industry
2B8b,Chemical industry - ethylene,Ethylene,Industrial processes,Industry,Industry
2B8c,Chemical Industry - ethylene dichloride,Ethylene dichloride,Industrial processes,Industry,Industry
2B8d,Chemical industry - ethylene oxide,Ethylene oxide,Industrial processes,Industry,Industry
2B8e,Chemical industry - acrylonitrile,Acrylonitrile,Industrial processes,Industry,Industry
2B8f,Chemical industry - carbon black,Carbon black capacity,Industrial processes,Industry,Industry
2B8g,Chemicals (combustion),OPG,Business,Industry,Industry
2B9a1,Halocarbons production - by-product,Non-fuel combustion,Industrial processes,F-gases,Other F-gases
2B9b3,Halocarbons production - fugitive,Non-fuel combustion,Industrial processes,F-gases,Other F-gases
2C1a,Basic oxygen furnaces,Dolomite,Industrial processes,Industry,Industry
2C1a,Electric arc furnaces,Petroleum coke,Industrial processes,Industry,Industry
2C1a,Electric arc furnaces,Steel production (electric arc),Industrial processes,Industry,Industry
2C1a,Ladle arc furnaces,Steel production (oxygen converters),Industrial processes,Industry,Industry
2C1b,Blast furnaces,Blast furnace gas,Business,Industry,Industry
2C1b,Blast furnaces,Coke oven gas,Business,Industry,Industry
2C1b,Blast furnaces,LPG,Business,Industry,Industry
2C1b,Blast furnaces,Natural gas,Business,Industry,Industry
2C1b,Iron and steel - combustion plant,Blast furnace gas,Business,Industry,Industry
2C1b,Iron and steel - combustion plant,Coke oven gas,Business,Industry,Industry
2C1b,Iron and steel - flaring,Blast furnace gas,Industrial processes,Industry,Industry
2C1d,Sinter production,Coke,Industrial processes,Industry,Industry
2C1d,Sinter production,Dolomite,Industrial processes,Industry,Industry
2C1d,Sinter production,Limestone,Industrial processes,Industry,Industry
2C3a,Primary aluminium production - general,Primary aluminium production,Industrial processes,Industry,Industry
2C3b,Primary aluminium production - PFC emissions,Primary aluminium production,Industrial processes,F-gases,Other F-gases
2C4,Magnesium cover gas,Non-fuel combustion,Industrial processes,F-gases,Other F-gases
2C6,Non-ferrous metal processes,Coke,Industrial processes,Industry,Industry
2D1,Agricultural engines,Lubricants,Agriculture,Agriculture,Stationary and mobile combustion
2D1,Industrial engines,Lubricants,Business,Industry,Industry
2D1,Marine engines,Lubricants,Transport,Shipping,Domestic shipping
2D1,Road vehicle engines,Lubricants,Transport,Surface transport,Other surface transport
2D2,Non-aerosol products - household products,Petroleum waxes,Residential,Residential buildings,Existing residential buildings
2D3,Non Energy Use: petroleum coke,Petroleum coke,Business,Industry,Industry
2D3,Road transport - urea,Urea consumption,Transport,Surface transport,HGV
2E1,Electronics - HFC,Non-fuel combustion,Business,F-gases,Other F-gases
2E1,Electronics - NF3,Non-fuel combustion,Business,F-gases,Other F-gases
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon bank: HFC-152a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon in products at disposal: HFC-152a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon in products at disposal: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, chill",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon in products at disposal: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial central systems, frozen",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon bank: HFC-152a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon in products at disposal: HFC-152a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon in products at disposal: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, chill",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon in products at disposal: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial condensing units, frozen",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, chill",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1a,"Commercial Refrigeration: Commercial integral systems, frozen",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1b,Domestic Refrigeration: Domestic freezers,Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1b,Domestic Refrigeration: Domestic freezers,Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1b,Domestic Refrigeration: Domestic refrigerators and freezers,Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1b,Domestic Refrigeration: Domestic refrigerators and freezers,Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, large",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, large",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, large",Halocarbon bank: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, large",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, large",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, large",Halocarbon in products at disposal: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, large",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon bank: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon in products at disposal: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon in products at disposal: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial chillers, mid-size",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon bank: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon in products at disposal: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, chill",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, large, frozen",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon bank: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon in products at disposal: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, chill",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, mid-size, frozen",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon bank: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon in products at disposal: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, chill",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial DX systems, small, frozen",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial flooded systems, large, chill",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial flooded systems, large, chill",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial flooded systems, large, chill",Halocarbon bank: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial flooded systems, large, chill",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial flooded systems, large, chill",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial flooded systems, large, chill",Halocarbon in products at disposal: HFC-152a,Business,F-gases,Refrigeration
2F1c,"Industrial Refrigeration: Industrial flooded systems, large, chill",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon in products at disposal: HFC-125,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon in products at disposal: HFC-134a,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon in products at disposal: HFC-143a,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon used for manufacturing: HFC-125,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon used for manufacturing: HFC-134a,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon used for manufacturing: HFC-143a,Business,F-gases,Refrigeration
2F1d,"Transport Refrigeration: Systems for large trucks, iso-containers",Halocarbon used for manufacturing: HFC-32,Business,F-gases,Refrigeration
2F1d,Transport Refrigeration: Systems for marine vessels,Halocarbon bank: HFC-125,Business,F-gases,Refrigeration
2F1d,Transport Refrigeration: Systems for marine vessels,Halocarbon bank: HFC-134a,Business,F-gases,Refrigeration
2F1d,Transport Refrigeration: Systems for marine vessels,Halocarbon bank: HFC-143a,Business,F-gases,Refrigeration
2F1d,Transport Refrigeration: Systems for marine vessels,Halocarbon bank: HFC-152a,Business,F-gases,Refrigeration
2F1d,Transport Refrigeration: Systems for marine vessels,Halocarbon bank: HFC-32,Business,F-gases,Refrigeration
